ID,ComplainDate,CompletionDate,CustomerID,BrokerID,ProductID,ComplainPriorityID,ComplainTypeID,ComplainSourceID,ComplainCategoryID,ComplainStatusID,AdministratorID,ClientSatisfaction,ExpectedReimbursement
2882,1/16/2014,1/22/2014,2010966,11137,17,2,3,7,11,9,98,NSA,0
2883,1/16/2014,1/16/2014,614106,9662,15,2,3,5,32,9,98,NSA,0
2884,1/16/2014,1/16/2014,1846827,542,11,1,8,8,10,9,98,N/A,0
2885,5/6/2014,5/7/2014,2422961,138,71,2,3,7,21,9,98,SAT,0
2886,1/17/2014,1/17/2014,725638,11212,12,2,6,5,57,9,98,SAT,0
2887,1/17/2014,1/20/2014,2058082,10426,34,2,3,5,12,9,98,SAT,0
2888,1/20/2014,1/24/2014,1804350,11052,39,2,8,8,15,9,98,N/A,0
2889,1/20/2014,2/20/2014,287078,7671,62,2,3,7,11,9,98,N/A,0
2890,1/20/2014,1/20/2014,490582,9001,70,2,7,3,15,9,98,SAT,0
2891,1/20/2014,1/24/2014,672325,11626,28,2,3,5,21,9,98,SAT,0
2893,1/20/2014,1/31/2014,1896591,9445,45,2,3,5,54,9,98,SAT,0
2894,1/20/2014,1/21/2014,1883553,7950,19,2,3,5,12,9,98,SAT,0
2895,1/21/2014,3/21/2014,1884891,10020,52,2,3,5,12,9,98,NSA,0
2896,1/21/2014,1/30/2014,1766506,12125,62,2,3,7,11,9,98,SAT,0
2897,1/21/2014,1/28/2014,896622,473,15,2,4,5,50,9,98,NSA,0
2898,1/21/2014,1/24/2014,1813967,2460,70,2,6,5,1,9,98,SAT,0
2899,1/21/2014,2/11/2014,2216946,11960,38,2,6,5,52,9,98,SAT,0
2900,1/21/2014,1/21/2014,1810490,8882,25,2,6,5,58,9,98,SAT,0
2901,1/21/2014,3/11/2014,1837847,1748,70,1,3,7,9,9,98,NSA,0
2902,1/22/2014,1/22/2014,836638,1500,13,2,2,1,21,9,98,N/A,0
2903,1/22/2014,1/27/2014,2066841,2555,66,2,6,5,7,9,98,N/A,0
2904,1/23/2014,2/20/2014,284266,9884,1,2,3,5,21,9,98,SAT,0
2905,1/23/2014,1/28/2014,1813735,10917,65,2,3,7,44,9,98,NSA,0
2907,1/24/2014,1/28/2014,144309,12692,50,2,2,1,15,9,98,SAT,0
2908,1/23/2014,1/28/2014,1659113,12754,61,1,2,5,9,9,98,SAT,0
2909,1/24/2014,2/3/2014,896585,922,24,2,4,5,50,9,98,NSA,0
2910,1/24/2014,1/24/2014,1880423,8970,71,2,8,8,19,9,98,N/A,0
2911,1/24/2014,1/31/2014,1806725,12034,53,2,3,5,10,9,98,N/A,0
2912,1/24/2014,2/5/2014,1840843,842,8,2,5,5,12,9,98,N/A,0
2913,1/24/2014,2/4/2014,184749,11806,25,2,6,5,58,9,98,SAT,0
2914,1/20/2014,1/30/2014,2181345,11552,15,2,2,1,9,9,98,NSA,0
2916,1/21/2014,2/26/2014,458053,2555,12,2,3,7,11,9,98,SAT,0
2917,1/27/2014,1/30/2014,738204,909,75,2,3,5,7,9,98,NSA,0
2918,1/27/2014,2/4/2014,508432,125,15,1,4,5,50,9,98,NSA,0
2919,1/8/2014,1/24/2014,1813207,11558,41,2,3,5,58,9,98,SAT,0
2920,1/28/2014,2/27/2014,1912182,11482,46,2,5,5,18,9,98,N/A,0
2921,1/28/2014,1/30/2014,336003,1500,43,2,6,5,7,9,98,N/A,0
2923,1/23/2014,2/5/2014,133493,11713,66,2,5,1,12,9,98,SAT,0
2924,1/29/2014,1/30/2014,2141099,11077,33,2,3,5,58,9,98,SAT,0
2925,1/29/2014,2/7/2014,87417,1846,40,2,3,7,45,9,98,NSA,0
2926,1/29/2014,2/6/2014,358589,11133,15,2,7,3,15,9,98,SAT,0
2927,1/29/2014,1/29/2014,1809729,10749,75,2,3,5,11,9,98,NSA,0
2928,1/29/2014,1/29/2014,2058621,11134,18,2,3,5,2,9,98,N/A,0
2929,1/29/2014,2/7/2014,2254708,9983,76,2,6,5,15,9,98,N/A,0
2930,1/30/2014,1/31/2014,1922065,10563,42,2,3,4,42,9,98,NSA,0
2931,1/30/2014,2/3/2014,747614,11071,8,2,3,7,42,9,98,NSA,0
2932,1/29/2014,2/3/2014,273135,7640,37,2,3,7,42,9,98,NSA,0
2933,1/31/2014,1/31/2014,488018,11028,29,2,2,1,21,9,98,NSA,0
2934,1/27/2014,2/13/2014,422592,10426,9,2,3,7,11,9,98,SAT,0
2935,1/31/2014,2/3/2014,148454,2500,21,2,4,5,21,9,98,SAT,0
2936,1/31/2014,2/13/2014,293714,10994,44,2,6,5,12,9,98,SAT,0
2937,1/31/2014,2/6/2014,358155,2519,47,2,6,5,12,9,98,SAT,0
2938,2/3/2014,4/16/2014,2038591,8911,8,2,5,5,25,9,98,N/A,0
2939,2/3/2014,2/3/2014,892194,10739,39,2,6,5,21,9,98,SAT,0
2940,2/3/2014,2/10/2014,2079830,12754,49,2,6,5,12,9,98,SAT,0
2941,2/3/2014,2/7/2014,2084547,1548,27,2,5,5,16,9,98,NSA,0
2942,2/3/2014,2/6/2014,2510630,10563,23,2,6,5,57,9,98,SAT,0
2943,2/3/2014,3/13/2014,1827917,11212,71,2,6,5,50,9,98,NSA,0
2945,2/3/2014,4/10/2014,490582,282,53,2,3,5,40,9,98,NSA,0
2946,2/3/2014,2/10/2014,112516,12003,48,2,7,3,15,9,98,N/A,0
2947,2/4/2014,2/17/2014,132268,10359,35,2,3,5,21,9,98,NSA,0
2948,2/4/2014,2/4/2014,807326,11255,65,2,7,7,18,9,98,SAT,0
2949,2/4/2014,2/6/2014,405060,645,2,2,2,1,21,9,98,NSA,0
2951,2/4/2014,2/12/2014,1765152,10982,48,1,5,4,9,9,98,N/A,0
2952,2/5/2014,2/5/2014,1913029,9799,57,2,2,1,11,9,98,N/A,0
2953,2/4/2014,3/5/2014,216452,1956,24,1,3,5,42,9,98,NSA,0
2955,2/5/2014,2/6/2014,201719,11154,64,2,3,5,15,9,98,N/A,0
2956,2/5/2014,2/25/2014,313906,11978,66,2,2,1,11,9,98,SAT,0
2957,2/3/2014,2/25/2014,665145,9361,41,2,3,5,15,9,98,SAT,0
2958,2/5/2014,3/4/2014,864425,10071,61,2,5,5,15,9,98,SAT,0
2959,2/3/2014,3/17/2014,195709,11212,5,2,5,5,18,9,98,N/A,0
2960,2/5/2014,2/13/2014,865714,10428,28,2,3,5,18,9,98,SAT,0
2961,1/31/2014,2/6/2014,2172712,9799,33,2,3,5,56,9,98,SAT,0
2962,2/6/2014,2/6/2014,1900610,8953,2,2,2,1,21,9,98,SAT,0
2963,2/6/2014,4/9/2014,1679920,11052,55,2,5,5,40,9,98,SAT,0
2964,2/5/2014,2/7/2014,1773019,11146,32,2,3,7,11,9,98,N/A,0
2965,2/7/2014,2/20/2014,2068696,11747,39,2,6,5,12,9,98,NSA,0
2966,2/7/2014,2/11/2014,824356,9873,32,2,3,5,15,9,98,SAT,0
2967,2/7/2014,2/12/2014,795702,8963,3,2,2,1,18,9,98,SAT,0
2968,2/7/2014,2/10/2014,564949,10850,19,2,2,7,11,9,98,NSA,0
2969,2/7/2014,2/7/2014,1778935,11714,63,2,6,5,57,9,98,SAT,0
2970,2/7/2014,2/20/2014,1844019,496,22,2,6,5,12,9,98,SAT,0
2972,2/10/2014,2/10/2014,1795163,10072,22,2,3,1,11,9,98,NSA,0
2973,2/7/2014,3/17/2014,757095,9206,15,2,3,5,10,9,98,N/A,0
2974,2/3/2014,2/13/2014,1855269,2676,15,2,3,7,11,9,98,NSA,0
2975,2/10/2014,2/10/2014,697303,11158,55,2,6,5,57,9,98,SAT,0
2976,2/10/2014,2/17/2014,1812089,11254,43,2,4,5,50,9,98,NSA,0
2977,1/14/2014,1/24/2014,306544,8055,77,2,7,3,11,9,98,SAT,0
2978,2/10/2014,2/13/2014,124062,781,19,2,5,3,15,9,98,SAT,0
2979,2/11/2014,2/26/2014,707494,10187,33,2,2,1,15,9,98,SAT,0
2981,2/11/2014,3/11/2014,562700,11123,75,2,3,5,2,9,98,N/A,0
2983,2/12/2014,3/10/2014,513876,12102,27,2,3,5,11,9,98,NSA,0
2985,2/13/2014,4/8/2014,1707912,9419,50,2,5,5,11,9,98,NSA,0
2986,2/13/2014,4/4/2014,2163918,194,3,2,3,5,50,9,98,NSA,0
2987,2/13/2014,2/24/2014,517344,911,2,2,4,5,50,9,98,NSA,0
2988,2/14/2014,2/20/2014,2109010,10973,64,2,3,7,11,9,98,NSA,0
2989,2/14/2014,2/21/2014,880257,9958,46,2,6,5,40,9,98,SAT,0
2991,2/14/2014,2/28/2014,524220,8569,34,2,4,5,50,9,98,NSA,0
2992,2/14/2014,2/26/2014,2205986,11798,21,2,4,5,50,9,98,N/A,0
2993,2/14/2014,3/24/2014,2088245,11973,63,2,5,5,12,9,98,N/A,0
2995,2/14/2014,2/28/2014,2224507,8356,48,2,3,5,50,9,98,NSA,0
2996,2/14/2014,2/19/2014,2079506,542,48,2,2,1,21,9,98,SAT,0
2997,2/13/2014,3/17/2014,1706437,461,15,2,3,5,32,9,98,N/A,0
2998,2/17/2014,3/4/2014,895083,1846,75,2,3,5,11,9,98,NSA,0
2999,2/7/2014,3/28/2014,2294487,839,48,2,3,5,58,9,98,NSA,0
3000,2/6/2014,3/13/2014,335431,1430,36,1,3,5,15,9,98,NSA,0
3001,2/15/2014,3/4/2014,1798813,991,26,2,4,5,50,9,98,NSA,0
3002,2/19/2014,2/19/2014,495540,2676,56,2,3,5,40,9,98,NSA,0
3003,2/19/2014,3/27/2014,2216574,8106,6,2,5,5,18,9,98,SAT,0
3004,2/12/2014,2/24/2014,1793736,8853,9,2,3,5,58,9,98,NSA,0
3005,2/20/2014,3/4/2014,1789732,8946,52,2,3,1,45,9,98,NSA,0
3006,2/20/2014,2/20/2014,2141535,197,13,2,3,1,21,9,98,NSA,0
3007,2/20/2014,2/25/2014,897094,645,45,2,3,9,18,9,98,N/A,0
3008,2/20/2014,2/20/2014,1904107,9562,22,2,3,5,21,9,98,NSA,0
3009,2/20/2014,2/20/2014,1885795,10892,24,1,8,8,13,9,98,N/A,0
3010,2/24/2014,3/5/2014,1870021,10982,5,2,2,1,15,9,98,SAT,0
3011,2/21/2014,2/21/2014,894619,8885,51,2,6,5,21,9,98,NSA,0
3012,2/21/2014,3/31/2014,1878933,1465,3,2,6,5,12,9,98,N/A,0
3013,2/21/2014,3/31/2014,451058,11537,27,2,6,5,12,9,98,SAT,0
3014,2/24/2014,5/12/2014,379689,10676,17,2,3,5,15,9,98,N/A,0
3015,3/10/2014,3/12/2014,425942,11552,53,2,3,7,15,9,98,N/A,0
3016,2/24/2014,3/7/2014,156306,12328,61,2,7,6,10,9,98,NSA,0
3017,2/24/2014,3/6/2014,1813253,8116,77,2,5,5,15,9,98,NSA,0
3018,2/24/2014,3/12/2014,2115231,11171,3,2,5,5,15,9,98,SAT,0
3019,2/24/2014,2/26/2014,40368,11916,18,2,6,5,57,9,98,SAT,0
3021,2/24/2014,2/25/2014,883702,10225,26,2,6,5,57,9,98,SAT,0
3022,2/24/2014,4/8/2014,704080,1548,76,2,3,5,42,9,98,NSA,0
3023,2/19/2014,3/17/2014,558657,8544,30,2,6,5,13,9,98,N/A,0
3024,2/19/2014,4/9/2014,2440243,192,43,2,3,5,15,9,98,SAT,0
3025,2/26/2014,4/16/2014,284362,11116,40,2,6,5,4,9,98,NSA,0
3026,2/26/2014,2/27/2014,2100987,2507,15,2,3,5,12,9,98,SAT,0
3027,2/28/2014,2/28/2014,873791,10861,49,2,3,7,21,9,98,NSA,0
3029,2/27/2014,3/4/2014,2346294,974,27,2,3,5,7,9,98,NSA,0
3030,2/28/2014,4/1/2014,270881,10566,62,2,5,5,40,9,98,N/A,0
3031,2/28/2014,3/24/2014,810510,1291,47,2,5,5,12,9,98,SAT,0
3032,2/28/2014,3/11/2014,615323,10992,77,2,3,5,57,9,98,SAT,0
3033,2/28/2014,3/6/2014,2092529,11097,63,2,3,1,10,9,98,N/A,0
3034,2/18/2014,2/24/2014,550590,269,15,2,5,7,15,9,98,SAT,0
3036,3/5/2014,3/21/2014,2101484,10861,27,2,3,1,11,9,98,NSA,0
3037,3/4/2014,4/17/2014,1853902,10553,6,2,3,5,21,9,98,SAT,0
3038,3/5/2014,3/7/2014,191316,10325,63,2,2,1,15,9,98,SAT,0
3040,3/5/2014,3/7/2014,1913035,11171,47,2,2,1,15,9,98,SAT,0
3043,3/4/2014,3/17/2014,2202820,8113,11,2,5,5,1,9,98,SAT,0
3044,3/5/2014,3/27/2014,384341,2309,63,2,3,5,13,9,98,NSA,0
3045,3/6/2014,4/25/2014,1707989,10983,38,2,7,5,12,9,98,N/A,0
3046,3/6/2014,3/17/2014,1910760,824,12,2,5,5,50,9,98,NSA,0
3047,3/6/2014,3/19/2014,713418,9853,74,2,5,5,12,9,98,SAT,0
3048,3/6/2014,3/12/2014,2007926,2555,30,2,6,5,12,9,98,SAT,0
3049,3/6/2014,3/13/2014,467198,10576,3,2,7,3,15,9,98,N/A,0
3052,3/6/2014,5/14/2014,878538,11154,71,2,3,5,21,9,98,SAT,0
3053,3/7/2014,3/27/2014,2412530,9803,64,2,5,5,12,9,98,SAT,0
3054,3/7/2014,3/19/2014,220828,11194,54,2,6,5,12,9,98,SAT,0
3055,3/6/2014,3/12/2014,2446335,9562,48,2,3,5,50,9,98,SAT,0
3056,2/26/2014,3/13/2014,383810,12003,67,2,3,5,13,9,98,N/A,0
3057,3/10/2014,3/12/2014,2477323,10728,5,2,2,1,10,9,98,N/A,0
3058,3/11/2014,3/13/2014,1706514,7841,66,2,3,5,11,9,98,N/A,0
3059,2/24/2014,3/11/2014,1825396,9205,56,2,6,5,2,9,98,N/A,0
3060,3/5/2014,3/19/2014,2426951,11028,10,2,5,5,15,9,98,N/A,0
3061,2/17/2014,3/13/2014,2006350,12250,51,2,3,5,12,9,98,N/A,0
3062,3/12/2014,3/19/2014,5464,9210,78,1,7,8,19,9,98,SAT,0
3063,3/11/2014,3/12/2014,2172440,1678,50,2,3,5,44,9,98,NSA,0
3064,2/25/2014,3/12/2014,272053,8066,33,2,5,5,21,9,98,NSA,0
3065,3/12/2014,3/27/2014,1837950,11714,67,2,3,5,11,9,98,SAT,0
3066,3/13/2014,3/13/2014,1841415,10710,37,2,3,1,34,9,98,SAT,0
3067,3/13/2014,3/17/2014,889054,2696,20,1,7,8,15,9,98,N/A,0
3068,3/13/2014,3/21/2014,529895,9816,53,2,5,5,12,9,98,SAT,0
3069,3/14/2014,3/14/2014,148454,473,6,1,4,5,15,9,98,N/A,0
3071,3/6/2014,3/17/2014,207142,175,6,2,2,5,6,9,98,SAT,0
3072,3/14/2014,3/28/2014,228521,9175,78,2,7,5,15,9,98,SAT,0
3073,3/14/2014,4/23/2014,1659894,9726,9,2,6,5,56,9,98,NSA,0
3074,3/17/2014,3/19/2014,99304,12024,4,2,3,5,50,9,98,NSA,0
3075,3/17/2014,3/17/2014,893328,12476,47,2,2,1,34,9,98,SAT,0
3076,3/17/2014,4/1/2014,738177,10603,16,2,3,1,50,9,98,N/A,0
3077,3/12/2014,4/1/2014,2116870,11069,25,2,3,5,11,9,98,NSA,0
3078,3/17/2014,3/28/2014,1884506,2569,20,2,3,5,10,9,98,NSA,0
3079,3/14/2014,3/14/2014,728852,1706,63,2,3,5,11,9,98,SAT,0
3080,3/18/2014,4/7/2014,385877,9901,42,2,7,5,12,9,98,N/A,0
3081,3/16/2014,4/25/2014,169730,11127,64,2,6,5,54,9,98,SAT,0
3083,3/19/2014,3/21/2014,554190,11265,36,2,3,1,40,9,98,NSA,0
3084,1/14/2014,3/4/2014,538355,11122,24,1,2,5,8,9,98,SAT,0
3085,3/19/2014,5/8/2014,2448571,8544,66,1,4,5,50,9,98,N/A,0
3086,3/19/2014,3/31/2014,891250,11825,54,2,3,5,10,9,98,SAT,0
3087,2/17/2014,3/21/2014,254068,10646,56,2,7,5,8,9,98,N/A,0
3088,3/20/2014,3/28/2014,116794,10225,6,2,5,5,10,9,98,NSA,0
3089,3/21/2014,3/28/2014,2184885,11160,7,2,2,4,21,9,98,SAT,0
3090,3/24/2014,3/24/2014,217424,12563,45,2,7,1,15,9,98,N/A,0
3091,3/21/2014,4/4/2014,455595,9610,37,2,3,5,12,9,98,SAT,0
3092,3/21/2014,3/27/2014,2127789,12352,71,2,5,5,58,9,98,SAT,0
3094,3/26/2014,4/2/2014,682673,242,52,1,3,5,50,9,98,NSA,0
3096,3/20/2014,4/16/2014,780508,11545,66,2,3,5,11,9,98,SAT,0
3097,3/27/2014,4/15/2014,2033756,12414,69,2,6,5,54,9,98,SAT,0
3098,3/27/2014,3/27/2014,360204,11150,24,2,3,1,13,9,98,NSA,0
3099,3/27/2014,5/7/2014,1884482,11011,72,2,6,5,11,9,98,SAT,0
3100,3/27/2014,5/9/2014,1845417,11083,6,2,6,5,12,9,98,SAT,0
3101,3/27/2014,3/31/2014,239666,11960,42,2,6,5,12,9,98,SAT,0
3102,3/28/2014,4/7/2014,208592,187,40,2,2,1,15,9,98,NSA,0
3103,3/28/2014,4/1/2014,891512,1106,68,2,5,5,15,9,98,N/A,0
3104,3/31/2014,4/1/2014,284867,8432,56,2,3,5,11,9,98,NSA,0
3105,3/31/2014,4/8/2014,2019206,12475,30,2,6,5,57,9,98,SAT,0
3106,3/31/2014,3/31/2014,2539607,11286,71,2,5,5,21,9,98,NSA,0
3107,4/1/2014,4/16/2014,605574,11254,20,2,2,1,15,9,98,NSA,0
3108,3/31/2014,4/2/2014,415045,11123,9,2,5,5,21,9,98,N/A,0
3109,4/1/2014,5/13/2014,2519339,356,56,1,7,8,15,9,98,SAT,0
3110,4/2/2014,4/2/2014,605760,2468,39,2,2,1,21,9,98,NSA,0
3111,4/3/2014,4/3/2014,2037270,2007,64,2,2,1,21,9,98,N/A,0
3112,4/2/2014,4/23/2014,2058310,9445,50,2,6,5,54,9,98,NSA,0
3113,4/3/2014,4/3/2014,527601,2659,60,2,2,1,21,9,98,SAT,0
3114,4/3/2014,4/8/2014,1795704,10187,65,1,8,8,21,9,98,SAT,0
3115,3/26/2014,3/31/2014,79231,12356,62,1,7,5,10,9,98,N/A,0
3116,4/3/2014,4/3/2014,303942,345,14,2,3,5,21,9,98,N/A,0
3117,4/3/2014,4/9/2014,507364,11171,11,2,7,7,15,9,98,N/A,0
3118,4/3/2014,4/4/2014,2107628,1350,78,1,8,8,19,9,98,N/A,0
3120,4/3/2014,4/7/2014,1915680,1342,49,2,5,5,57,9,98,SAT,0
3121,4/4/2014,4/15/2014,1850548,8120,65,2,4,5,50,9,98,NSA,0
3122,4/4/2014,4/4/2014,2385690,2502,69,2,6,1,18,9,98,SAT,0
3123,4/3/2014,5/15/2014,402394,238,2,2,6,5,21,9,98,SAT,0
3125,4/7/2014,4/7/2014,1691080,7671,10,2,7,3,18,9,98,SAT,0
3126,4/7/2014,4/7/2014,455953,9021,66,2,4,5,21,9,98,N/A,0
3127,4/7/2014,4/23/2014,188598,10108,38,2,6,5,57,9,98,SAT,0
3128,4/7/2014,4/23/2014,1809230,2666,31,2,6,5,57,9,98,SAT,0
3129,4/7/2014,4/25/2014,438222,10218,46,2,7,5,12,9,98,N/A,0
3130,4/9/2014,4/14/2014,1807825,12563,69,2,7,5,21,9,98,N/A,0
3131,4/1/2014,4/9/2014,1864900,486,30,2,7,5,9,9,98,SAT,0
3134,4/10/2014,4/11/2014,2362056,9797,75,2,7,5,18,9,98,N/A,0
3135,4/10/2014,4/23/2014,2426951,2117,30,2,6,5,57,9,98,SAT,0
3136,4/10/2014,4/16/2014,225148,1352,29,2,7,3,15,9,98,SAT,0
3137,4/11/2014,5/9/2014,77777,8138,42,2,3,5,7,9,98,SAT,0
3138,4/11/2014,8/20/2014,891422,1548,70,2,5,5,32,9,98,N/A,0
3140,4/14/2014,4/14/2014,1326,11163,55,2,2,1,34,9,98,SAT,0
3141,4/14/2014,5/16/2014,1842238,1270,23,1,8,8,15,9,98,SAT,0
3142,4/7/2014,4/29/2014,2072826,12065,24,2,5,5,52,9,98,SAT,0
3143,4/2/2014,4/15/2014,353982,1266,10,1,4,5,15,9,98,NSA,0
3144,4/2/2014,5/14/2014,2324179,10112,46,2,3,5,13,9,98,NSA,0
3145,3/27/2014,4/11/2014,2101882,9175,10,2,3,5,15,9,98,SAT,0
3146,4/15/2014,4/15/2014,893799,494,50,2,5,5,21,9,98,SAT,0
3147,4/16/2014,4/23/2014,2101010,10850,70,2,3,1,18,9,98,SAT,0
3148,4/16/2014,10/6/2014,756831,11003,14,2,3,7,15,9,98,NSA,0
3149,4/16/2014,5/27/2014,1675393,8367,77,1,8,8,15,9,98,SAT,0
3150,4/16/2014,4/24/2014,2097232,9272,36,2,3,5,12,9,98,N/A,0
3151,4/17/2014,5/6/2014,2382195,197,41,2,2,1,19,9,98,SAT,0
3153,4/17/2014,4/24/2014,1807234,10031,19,2,3,1,15,9,98,SAT,0
3154,4/7/2014,4/30/2014,684096,1256,11,2,3,1,11,9,98,N/A,0
3155,4/9/2014,4/22/2014,141424,940,21,2,3,5,3,9,98,N/A,0
3156,4/22/2014,4/22/2014,316542,9247,46,2,2,7,15,9,98,N/A,0
3157,4/17/2014,4/25/2014,1800005,528,72,2,3,5,15,9,98,NSA,0
3158,4/24/2014,5/2/2014,2379231,10563,54,2,2,1,21,9,98,NSA,0
3159,4/16/2014,5/21/2014,2004007,10982,3,1,3,5,50,9,98,NSA,0
3161,4/17/2014,4/25/2014,1866084,10722,14,2,4,5,50,9,98,NSA,0
3162,4/24/2014,4/24/2014,628774,11984,61,2,4,7,15,9,98,N/A,0
3164,4/24/2014,4/30/2014,2385737,7949,44,2,3,1,11,9,98,SAT,0
3165,4/25/2014,5/2/2014,714448,2659,30,2,7,1,34,9,98,N/A,0
3166,4/24/2014,5/9/2014,689150,11220,37,2,6,5,15,9,98,SAT,0
3167,4/24/2014,5/5/2014,558042,2613,2,2,6,5,11,9,98,SAT,0
3168,4/24/2014,6/6/2014,1675199,12061,49,2,3,5,21,9,98,NSA,0
3169,4/11/2014,5/8/2014,1908594,12352,77,2,7,3,11,9,98,SAT,0
3170,4/25/2014,5/2/2014,1659098,11182,48,2,3,1,15,9,98,N/A,0
3171,4/25/2014,5/6/2014,413406,10794,7,2,3,1,11,9,98,SAT,0
3172,4/25/2014,4/30/2014,2186352,2666,17,2,5,7,10,9,98,SAT,0
3173,4/28/2014,5/14/2014,388230,11916,9,2,5,5,40,9,98,NSA,0
3174,4/28/2014,5/6/2014,750454,10218,58,2,5,5,9,9,98,SAT,0
3175,4/28/2014,5/8/2014,236624,175,25,2,7,7,10,9,98,SAT,0
3176,4/28/2014,6/4/2014,1876748,2468,65,2,3,5,12,9,98,N/A,0
3177,4/29/2014,5/28/2014,893333,187,49,2,5,5,12,9,98,N/A,0
3178,4/29/2014,4/29/2014,1982297,10073,30,2,7,7,18,9,98,N/A,0
3179,5/14/2014,5/21/2014,1786931,11148,4,2,2,1,15,9,98,SAT,0
3180,4/29/2014,5/28/2014,2018010,9445,3,2,2,1,15,9,98,SAT,0
3181,4/30/2014,5/16/2014,475476,586,8,2,2,1,21,9,98,SAT,0
3182,4/30/2014,4/30/2014,1883822,10235,73,2,7,5,50,9,98,SAT,0
3183,4/30/2014,4/30/2014,351826,8106,64,1,4,5,10,9,98,N/A,0
3184,4/17/2014,5/9/2014,2092588,9970,58,2,5,7,21,9,98,SAT,0
3186,4/30/2014,5/27/2014,1878057,11133,11,2,8,8,15,9,98,SAT,0
3187,5/2/2014,5/22/2014,1864321,2378,43,2,7,8,21,9,98,SAT,0
3188,3/21/2014,5/5/2014,760794,8359,74,2,3,5,7,9,98,NSA,0
3189,5/5/2014,5/16/2014,187783,978,47,2,7,3,2,9,98,SAT,0
3190,5/6/2014,5/6/2014,1695033,11806,9,2,2,1,21,9,98,NSA,0
3191,5/6/2014,5/6/2014,2109064,9800,21,2,6,5,21,9,98,NSA,0
3192,5/6/2014,5/28/2014,1647388,11104,18,2,3,1,10,9,98,N/A,0
3193,5/6/2014,5/6/2014,508693,10737,57,2,3,1,21,9,98,NSA,0
3194,5/6/2014,5/15/2014,2084058,2175,77,2,3,1,11,9,98,NSA,0
3195,5/6/2014,5/20/2014,1859687,1210,17,2,4,5,50,9,98,NSA,0
3197,5/7/2014,5/15/2014,2129991,12229,3,2,6,5,45,9,98,N/A,0
3198,5/7/2014,5/23/2014,1884876,10428,50,2,5,5,11,9,98,SAT,0
3199,5/8/2014,6/19/2014,2079878,1957,36,2,3,5,23,9,98,N/A,0
3200,5/6/2014,5/26/2014,2009522,1956,22,1,3,5,11,9,98,NSA,0
3201,5/8/2014,5/21/2014,1776847,10225,39,2,6,5,12,9,98,SAT,0
3202,5/8/2014,5/9/2014,2502746,12120,40,2,3,5,57,9,98,SAT,0
3203,5/8/2014,5/19/2014,504375,10883,34,2,6,5,10,9,98,SAT,0
3204,4/7/2014,4/9/2014,2308404,12345,74,2,2,1,21,9,98,SAT,0
3205,4/7/2014,4/9/2014,2303485,2235,4,2,2,1,21,9,98,SAT,0
3206,5/8/2014,5/21/2014,885714,11099,42,2,5,5,12,9,98,SAT,0
3207,5/7/2014,5/9/2014,704289,10576,43,2,7,5,21,9,98,SAT,0
3208,5/7/2014,5/9/2014,1707937,8766,21,2,3,7,21,9,98,SAT,0
3209,5/9/2014,5/22/2014,2084041,911,18,2,3,5,42,9,98,SAT,0
3210,5/6/2014,5/16/2014,433713,529,55,2,3,1,15,9,98,SAT,0
3211,5/6/2014,5/21/2014,1326,2263,12,2,3,5,7,9,98,NSA,0
3212,5/9/2014,5/12/2014,2307442,2103,28,2,2,1,8,9,98,SAT,0
3213,5/9/2014,5/21/2014,1867202,2690,50,2,3,5,32,9,98,N/A,0
3214,5/12/2014,5/20/2014,887008,10297,60,2,4,5,50,9,98,NSA,0
3215,5/12/2014,5/15/2014,188623,10107,29,2,5,7,21,9,98,SAT,0
3216,5/12/2014,5/14/2014,1812488,528,62,2,5,7,32,9,98,NSA,0
3217,5/13/2014,5/28/2014,386818,12299,20,2,3,5,11,9,98,NSA,0
3218,5/13/2014,5/13/2014,1890291,10324,27,2,7,3,13,9,98,N/A,0
3221,5/14/2014,5/20/2014,343995,1291,45,2,4,5,50,9,98,NSA,0
3223,5/15/2014,5/15/2014,2184885,1997,45,2,2,1,21,9,98,N/A,0
3224,5/15/2014,5/26/2014,2306096,11626,72,2,7,5,15,9,98,SAT,0
3225,5/16/2014,5/16/2014,2018530,8106,38,2,3,5,21,9,98,NSA,0
3226,5/16/2014,5/21/2014,676157,8887,76,2,5,4,10,9,98,NSA,0
3227,5/16/2014,5/16/2014,1804348,11099,13,2,6,5,57,9,98,SAT,0
3228,4/28/2014,5/13/2014,1700492,11973,9,2,5,5,16,9,98,NSA,0
3229,5/19/2014,5/19/2014,891260,496,25,2,3,5,21,9,98,NSA,0
3230,5/19/2014,5/29/2014,817402,11036,39,2,5,4,15,9,98,NSA,0
3231,5/20/2014,6/6/2014,644706,601,61,2,7,1,15,9,98,N/A,0
3232,5/13/2014,5/21/2014,1875507,10744,76,2,5,5,21,9,98,NSA,0
3233,5/20/2014,5/21/2014,2177163,192,78,2,5,3,15,9,98,SAT,0
3234,5/21/2014,5/22/2014,514059,2263,77,2,3,5,12,9,98,SAT,0
3235,5/14/2014,6/20/2014,1743718,187,77,2,4,5,50,9,98,NSA,0
3236,5/15/2014,6/20/2014,165687,11123,42,2,4,5,50,9,98,NSA,0
3238,5/22/2014,5/22/2014,6935,8116,73,2,2,1,21,9,98,N/A,0
3239,5/22/2014,5/22/2014,1635790,2666,42,2,3,5,21,9,98,NSA,0
3240,5/22/2014,5/23/2014,893098,10326,45,2,5,5,12,9,98,SAT,0
