ID,ComplaintID,ComplaintStatusID,StatusDate
2003,10786,2,1/29/2019
2035,10786,9,1/30/2019
2012,10787,1,1/24/2019
2015,10787,4,1/29/2019
2111,10787,9,2/5/2019
2013,10788,1,1/28/2019
2017,10788,4,1/29/2019
2086,10788,9,2/4/2019
2022,10789,2,1/29/2019
2036,10789,9,1/30/2019
2023,10790,1,1/29/2019
2025,10790,4,1/29/2019
2187,10790,1,2/8/2019
2208,10790,3,2/8/2019
2284,10790,9,2/14/2019
2033,10791,1,1/30/2019
2034,10791,9,1/30/2019
2038,10792,2,1/30/2019
2057,10792,9,2/1/2019
2039,10793,2,1/30/2019
2059,10793,9,2/1/2019
2040,10794,2,1/30/2019
2058,10794,9,2/1/2019
2041,10795,1,1/30/2019
2084,10795,3,2/4/2019
2320,10795,9,2/15/2019
2043,10796,2,1/31/2019
2060,10796,9,2/1/2019
2045,10797,1,1/23/2019
2046,10797,9,1/31/2019
2049,10798,2,1/31/2019
2068,10798,9,2/1/2019
2051,10799,2,1/31/2019
2070,10799,9,2/1/2019
2052,10800,1,1/31/2019
2074,10800,4,2/1/2019
2116,10800,3,2/6/2019
2268,10800,4,2/12/2019
2662,10800,9,3/1/2019
2053,10801,2,1/31/2019
2071,10801,9,2/1/2019
2055,10802,2,1/31/2019
2072,10802,9,2/1/2019
2061,10803,1,2/1/2019
2065,10803,9,2/1/2019
2062,10804,1,1/31/2019
2067,10804,4,2/1/2019
2234,10804,1,2/11/2019
2254,10804,3,2/12/2019
2407,10804,9,2/19/2019
2063,10805,1,2/1/2019
2064,10805,9,2/1/2019
2069,10806,2,2/1/2019
2220,10806,9,2/11/2019
2076,10807,1,1/31/2019
2124,10807,9,2/6/2019
2077,10808,1,2/1/2019
2112,10808,9,2/5/2019
2078,10809,1,2/1/2019
2121,10809,3,2/6/2019
2243,10809,4,2/11/2019
2305,10809,9,2/14/2019
2079,10810,1,2/4/2019
2080,10810,4,2/4/2019
2102,10810,9,2/5/2019
2081,10811,1,2/4/2019
2082,10811,4,2/4/2019
2158,10811,1,2/7/2019
2186,10811,3,2/8/2019
2233,10811,9,2/11/2019
2087,10812,1,2/4/2019
2090,10812,4,2/4/2019
2125,10812,1,2/6/2019
2126,10812,4,2/6/2019
2147,10812,9,2/6/2019
2088,10813,2,2/4/2019
2104,10813,9,2/5/2019
2089,10814,2,2/4/2019
2103,10814,9,2/5/2019
2091,10815,2,2/4/2019
2105,10815,9,2/5/2019
2092,10816,1,2/4/2019
2101,10816,4,2/5/2019
2167,10816,1,2/7/2019
2263,10816,3,2/12/2019
2399,10816,4,2/18/2019
2525,10816,1,2/26/2019
2549,10816,9,2/26/2019
2093,10817,2,2/4/2019
2106,10817,9,2/5/2019
2094,10818,2,2/4/2019
2107,10818,9,2/5/2019
2095,10819,1,2/4/2019
2096,10819,9,2/5/2019
2097,10820,1,2/5/2019
2098,10820,4,2/5/2019
2235,10820,1,2/11/2019
2255,10820,3,2/12/2019
2409,10820,9,2/19/2019
2099,10821,1,2/5/2019
2100,10821,4,2/5/2019
2131,10821,1,2/6/2019
2238,10821,3,2/11/2019
2250,10821,9,2/12/2019
2108,10822,2,2/5/2019
2132,10822,9,2/6/2019
2110,10823,2,2/5/2019
2134,10823,9,2/6/2019
2114,10824,1,2/6/2019
2115,10824,9,2/6/2019
2117,10825,1,2/5/2019
2123,10825,9,2/6/2019
2118,10826,1,2/5/2019
2122,10826,9,2/6/2019
2119,10827,1,2/6/2019
2120,10827,4,2/6/2019
2468,10827,9,2/22/2019
2133,10828,2,2/6/2019
2144,10828,9,2/6/2019
2135,10829,2,2/6/2019
2146,10829,9,2/6/2019
2136,10830,2,2/6/2019
2148,10830,9,2/6/2019
2137,10831,2,2/6/2019
2149,10831,9,2/6/2019
2138,10835,1,2/6/2019
2166,10835,4,2/7/2019
2171,10835,3,2/7/2019
2623,10835,9,2/28/2019
2139,10839,1,2/6/2019
2200,10839,9,2/8/2019
2140,10840,1,2/6/2019
2141,10840,4,2/6/2019
2239,10840,9,2/11/2019
2142,10841,1,2/6/2019
2237,10841,4,2/11/2019
2269,10841,1,2/13/2019
2271,10841,9,2/13/2019
2143,10842,2,2/6/2019
2161,10842,9,2/7/2019
2164,10842,2,2/7/2019
2185,10842,9,2/7/2019
2152,10843,1,2/6/2019
2153,10843,4,2/7/2019
2236,10843,1,2/11/2019
2285,10843,4,2/14/2019
2474,10843,1,2/22/2019
2475,10843,3,2/22/2019
2518,10843,9,2/25/2019
2154,10844,1,2/7/2019
2155,10844,4,2/7/2019
2188,10844,1,2/8/2019
2189,10844,9,2/8/2019
2156,10845,1,2/5/2019
2157,10845,4,2/7/2019
4053,10845,9,4/2/2019
2159,10846,1,2/7/2019
2160,10846,4,2/7/2019
2170,10846,9,2/7/2019
2162,10847,2,2/7/2019
2201,10847,9,2/8/2019
2163,10848,2,2/7/2019
2179,10848,9,2/7/2019
2165,10849,2,2/7/2019
2203,10849,9,2/8/2019
2168,10850,2,2/7/2019
2204,10850,9,2/8/2019
2169,10852,2,2/7/2019
2226,10852,9,2/11/2019
2172,10853,2,2/7/2019
2205,10853,9,2/8/2019
2173,10854,2,2/7/2019
2206,10854,9,2/8/2019
2174,10855,2,2/7/2019
2210,10855,9,2/8/2019
2175,10856,2,2/7/2019
2211,10856,9,2/8/2019
2176,10857,2,2/7/2019
2202,10857,9,2/8/2019
2177,10858,2,2/7/2019
2212,10858,9,2/8/2019
2178,10859,2,2/7/2019
2213,10859,9,2/8/2019
2180,10860,2,2/7/2019
2214,10860,9,2/8/2019
2181,10861,2,2/7/2019
2215,10861,9,2/8/2019
2182,10862,2,2/7/2019
2216,10862,9,2/8/2019
2183,10863,2,2/7/2019
2217,10863,9,2/8/2019
2184,10864,2,2/7/2019
2218,10864,9,2/8/2019
2190,10865,1,2/7/2019
2191,10865,4,2/8/2019
2428,10865,1,2/21/2019
2442,10865,4,2/21/2019
2465,10865,3,2/22/2019
3033,10865,1,3/13/2019
3148,10865,4,3/15/2019
3279,10865,1,3/19/2019
3323,10865,3,3/20/2019
3645,10865,9,3/26/2019
2192,10866,1,2/7/2019
2258,10866,3,2/12/2019
2281,10866,9,2/13/2019
2193,10867,1,2/1/2019
2232,10867,3,2/11/2019
2368,10867,9,2/18/2019
2194,10868,1,2/1/2019
2240,10868,4,2/11/2019
2241,10868,3,2/11/2019
2346,10868,9,2/15/2019
2195,10869,1,1/29/2019
2197,10869,4,2/8/2019
2198,10869,1,2/8/2019
2199,10869,9,2/8/2019
2207,10870,1,2/8/2019
2282,10870,3,2/13/2019
3052,10870,9,3/13/2019
2209,10871,1,2/8/2019
2283,10871,3,2/13/2019
2417,10871,1,2/19/2019
2431,10871,9,2/21/2019
2221,10872,1,2/8/2019
2224,10872,4,2/11/2019
2260,10872,1,2/12/2019
2338,10872,3,2/15/2019
2476,10872,9,2/22/2019
2222,10873,1,2/8/2019
2227,10873,4,2/11/2019
2251,10873,1,2/12/2019
2344,10873,3,2/15/2019
2430,10873,9,2/21/2019
2223,10874,1,2/11/2019
2225,10874,4,2/11/2019
2877,10874,3,3/8/2019
2923,10874,9,3/12/2019
2228,10875,2,2/11/2019
2253,10875,9,2/12/2019
2229,10876,1,2/7/2019
2333,10876,3,2/15/2019
2559,10876,9,2/27/2019
2230,10877,2,2/11/2019
2242,10877,9,2/11/2019
2244,10878,2,2/11/2019
2276,10878,9,2/13/2019
2245,10879,2,2/11/2019
2343,10879,9,2/15/2019
2246,10880,2,2/11/2019
2289,10880,9,2/14/2019
2247,10881,2,2/11/2019
2287,10881,9,2/14/2019
2248,10882,1,2/11/2019
2256,10882,4,2/12/2019
2615,10882,1,2/28/2019
2669,10882,3,3/4/2019
2748,10882,4,3/6/2019
3578,10882,9,3/22/2019
2249,10883,1,2/11/2019
2252,10883,4,2/12/2019
2286,10883,3,2/14/2019
2574,10883,9,2/27/2019
2259,10884,2,2/12/2019
2274,10884,9,2/13/2019
2261,10885,2,2/12/2019
2288,10885,9,2/14/2019
2262,10886,2,2/12/2019
2471,10886,9,2/22/2019
2264,10887,1,2/12/2019
2356,10887,3,2/15/2019
2573,10887,4,2/27/2019
2601,10887,9,2/27/2019
2265,10888,1,2/12/2019
2266,10888,4,2/12/2019
2337,10888,1,2/15/2019
2410,10888,4,2/19/2019
2469,10888,1,2/22/2019
2627,10888,3,3/1/2019
2793,10888,9,3/7/2019
2272,10889,1,2/12/2019
2273,10889,4,2/13/2019
2374,10889,1,2/18/2019
2376,10889,9,2/18/2019
2275,10890,1,2/13/2019
2279,10890,9,2/13/2019
2277,10891,1,2/13/2019
2280,10891,9,2/13/2019
2290,10892,2,2/14/2019
2345,10892,9,2/15/2019
2291,10893,2,2/14/2019
2347,10893,9,2/15/2019
2292,10894,2,2/14/2019
2348,10894,9,2/15/2019
2293,10895,1,2/13/2019
2295,10895,4,2/14/2019
2412,10895,9,2/19/2019
2294,10896,1,2/14/2019
2300,10896,4,2/14/2019
2342,10896,1,2/15/2019
2367,10896,3,2/18/2019
2405,10896,9,2/19/2019
2296,10897,2,2/14/2019
2349,10897,9,2/15/2019
2297,10898,2,2/14/2019
2350,10898,9,2/15/2019
2298,10899,2,2/14/2019
2324,10899,9,2/15/2019
2299,10900,2,2/14/2019
2359,10900,9,2/18/2019
2301,10901,1,2/14/2019
2303,10901,9,2/14/2019
2302,10902,2,2/14/2019
2360,10902,9,2/18/2019
2304,10903,2,2/14/2019
2361,10903,9,2/18/2019
2306,10904,2,2/14/2019
2363,10904,9,2/18/2019
2307,10905,2,2/14/2019
2364,10905,9,2/18/2019
2308,10906,2,2/14/2019
2335,10906,9,2/15/2019
2309,10907,2,2/14/2019
2336,10907,9,2/15/2019
2310,10908,2,2/14/2019
2339,10908,9,2/15/2019
2311,10909,2,2/14/2019
2365,10909,9,2/18/2019
2312,10910,2,2/14/2019
2366,10910,9,2/18/2019
2313,10911,2,2/14/2019
2358,10911,9,2/15/2019
2314,10912,2,2/14/2019
2357,10912,9,2/15/2019
2315,10913,2,2/14/2019
2355,10913,9,2/15/2019
2316,10914,2,2/14/2019
2354,10914,9,2/15/2019
2317,10915,2,2/14/2019
2353,10915,9,2/15/2019
2318,10916,2,2/14/2019
2352,10916,9,2/15/2019
2319,10917,2,2/14/2019
2351,10917,9,2/15/2019
2321,10918,1,2/14/2019
2325,10918,9,2/15/2019
2322,10919,1,2/14/2019
2326,10919,9,2/15/2019
2323,10920,1,2/14/2019
2329,10920,4,2/15/2019
2362,10920,9,2/18/2019
2327,10921,1,2/11/2019
2328,10921,9,2/15/2019
2330,10922,2,2/15/2019
2385,10922,9,2/18/2019
2331,10923,2,2/15/2019
2382,10923,9,2/18/2019
2332,10924,2,2/15/2019
2369,10924,9,2/18/2019
2334,10925,2,2/15/2019
2386,10925,9,2/18/2019
2340,10926,1,2/15/2019
2371,10926,9,2/18/2019
2341,10927,1,2/15/2019
2379,10927,3,2/18/2019
3880,10927,9,3/29/2019
2370,10928,1,2/18/2019
2375,10928,9,2/18/2019
2372,10929,2,2/18/2019
2387,10929,9,2/18/2019
2373,10930,2,2/18/2019
2383,10930,9,2/18/2019
2377,10931,1,2/18/2019
2378,10931,4,2/18/2019
2384,10931,9,2/18/2019
2380,10932,1,2/18/2019
2381,10932,9,2/18/2019
2388,10933,2,2/18/2019
2404,10933,9,2/19/2019
2389,10934,2,2/18/2019
2406,10934,9,2/19/2019
2390,10935,1,2/18/2019
2392,10935,4,2/18/2019
2393,10935,1,2/18/2019
2398,10935,9,2/18/2019
2391,10936,2,2/18/2019
2400,10936,9,2/18/2019
2394,10937,2,2/18/2019
2411,10937,9,2/19/2019
2395,10938,2,2/18/2019
2420,10938,9,2/20/2019
2396,10939,1,2/18/2019
2397,10939,4,2/18/2019
2433,10939,3,2/21/2019
3642,10939,4,3/26/2019
3644,10939,9,3/26/2019
2401,10940,2,2/18/2019
2421,10940,9,2/20/2019
2402,10941,2,2/18/2019
2408,10941,9,2/19/2019
2403,10942,1,2/18/2019
2472,10942,3,2/22/2019
2604,10942,9,2/28/2019
2413,10943,1,2/19/2019
2414,10943,4,2/19/2019
3493,10943,1,3/21/2019
3675,10943,3,3/27/2019
3689,10943,4,3/27/2019
3741,10943,3,3/28/2019
3750,10943,9,3/28/2019
2415,10944,1,2/19/2019
2416,10944,4,2/19/2019
2608,10944,1,2/28/2019
2609,10944,4,2/28/2019
2879,10944,9,3/8/2019
2418,10945,2,2/19/2019
2436,10945,1,2/21/2019
2473,10945,3,2/22/2019
3162,10945,9,3/18/2019
2419,10946,1,2/19/2019
2478,10946,3,2/22/2019
2622,10946,9,2/28/2019
2422,10947,1,2/20/2019
2423,10947,4,2/20/2019
2432,10947,1,2/21/2019
2520,10947,9,2/25/2019
2424,10948,1,2/20/2019
2435,10948,4,2/21/2019
2602,10948,1,2/28/2019
2667,10948,3,3/4/2019
2892,10948,9,3/8/2019
2425,10949,1,2/20/2019
2426,10949,4,2/20/2019
2429,10949,1,2/21/2019
2434,10949,9,2/21/2019
2427,10950,1,2/20/2019
2477,10950,4,2/22/2019
3567,10950,1,3/22/2019
3568,10950,9,3/22/2019
2437,10951,2,2/21/2019
2496,10951,9,2/22/2019
2438,10952,2,2/21/2019
2494,10952,9,2/22/2019
2439,10953,2,2/21/2019
2493,10953,9,2/22/2019
2440,10954,2,2/21/2019
2492,10954,9,2/22/2019
2441,10955,2,2/21/2019
2491,10955,9,2/22/2019
2443,10956,2,2/21/2019
2585,10956,9,2/27/2019
2444,10957,2,2/21/2019
2490,10957,9,2/22/2019
2445,10958,1,2/21/2019
2524,10958,9,2/26/2019
2446,10959,2,2/21/2019
2489,10959,9,2/22/2019
2447,10960,1,2/21/2019
2463,10960,4,2/22/2019
2470,10960,1,2/22/2019
2680,10960,3,3/4/2019
2873,10960,9,3/8/2019
2448,10961,1,2/21/2019
2450,10961,4,2/21/2019
2459,10961,9,2/21/2019
2449,10962,1,2/19/2019
2462,10962,4,2/22/2019
2813,10962,1,3/7/2019
2944,10962,9,3/12/2019
2451,10963,2,2/21/2019
2488,10963,9,2/22/2019
2452,10964,2,2/21/2019
2454,10964,9,2/21/2019
2453,10965,2,2/21/2019
2487,10965,9,2/22/2019
2455,10966,2,2/21/2019
2485,10966,9,2/22/2019
2456,10967,2,2/21/2019
2484,10967,9,2/22/2019
2457,10968,2,2/21/2019
2483,10968,9,2/22/2019
2458,10969,2,2/21/2019
2481,10969,9,2/22/2019
2460,10970,2,2/21/2019
2480,10970,9,2/22/2019
2461,10971,2,2/21/2019
2479,10971,9,2/22/2019
2464,10972,1,2/21/2019
2557,10972,9,2/26/2019
2466,10973,1,2/20/2019
2467,10973,4,2/22/2019
2523,10973,9,2/26/2019
2482,10974,1,2/19/2019
2550,10974,3,2/26/2019
2614,10974,4,2/28/2019
2666,10974,3,3/4/2019
2668,10974,4,3/4/2019
2699,10974,9,3/5/2019
2486,10975,2,2/22/2019
2544,10975,9,2/26/2019
2495,10976,2,2/22/2019
2504,10976,9,2/25/2019
2497,10977,2,2/22/2019
2542,10977,9,2/26/2019
2498,10978,2,2/22/2019
2541,10978,9,2/26/2019
2499,10979,2,2/22/2019
2539,10979,9,2/26/2019
2500,10980,2,2/22/2019
2538,10980,9,2/26/2019
2501,10981,2,2/22/2019
2536,10981,9,2/26/2019
2502,10982,1,2/22/2019
2561,10982,9,2/27/2019
2503,10983,1,2/22/2019
2552,10983,9,2/26/2019
2505,10984,1,2/25/2019
2510,10984,3,2/25/2019
2522,10984,9,2/26/2019
2506,10985,1,2/22/2019
2527,10985,3,2/26/2019
2560,10985,9,2/27/2019
2507,10986,1,2/25/2019
2687,10986,4,3/4/2019
2772,10986,1,3/6/2019
2828,10986,3,3/7/2019
2922,10986,9,3/12/2019
2508,10987,1,2/22/2019
2509,10987,4,2/25/2019
2513,10987,1,2/25/2019
2562,10987,3,2/27/2019
2605,10987,9,2/28/2019
2511,10988,2,2/25/2019
2546,10988,9,2/26/2019
2512,10989,2,2/25/2019
2545,10989,9,2/26/2019
2514,10990,2,2/25/2019
2554,10990,9,2/26/2019
2515,10991,2,2/25/2019
2586,10991,9,2/27/2019
2516,10992,2,2/25/2019
2587,10992,9,2/27/2019
2517,10993,2,2/25/2019
2589,10993,9,2/27/2019
2519,10994,2,2/25/2019
2590,10994,9,2/27/2019
2521,10995,1,2/25/2019
2553,10995,9,2/26/2019
2526,10996,2,2/26/2019
2591,10996,9,2/27/2019
2528,10997,1,2/26/2019
2531,10997,4,2/26/2019
2643,10997,1,3/1/2019
2654,10997,4,3/1/2019
3282,10997,3,3/19/2019
3786,10997,4,3/28/2019
3917,10997,1,4/1/2019
4167,10997,3,4/4/2019
4198,10997,9,4/4/2019
2529,10998,2,2/26/2019
2603,10998,9,2/28/2019
2530,10999,2,2/26/2019
2593,10999,9,2/27/2019
2532,11000,2,2/26/2019
2613,11000,9,2/28/2019
2533,11001,1,2/26/2019
2535,11001,9,2/26/2019
2534,11002,2,2/26/2019
2596,11002,9,2/27/2019
2537,11003,1,2/26/2019
2543,11003,4,2/26/2019
2551,11003,9,2/26/2019
2540,11004,2,2/26/2019
2594,11004,9,2/27/2019
2547,11005,2,2/26/2019
2597,11005,9,2/27/2019
2548,11006,2,2/26/2019
2598,11006,9,2/27/2019
2555,11007,1,2/26/2019
2556,11007,4,2/26/2019
2762,11007,1,3/6/2019
2911,11007,9,3/8/2019
2558,11008,2,2/26/2019
2599,11008,9,2/27/2019
2563,11009,2,2/27/2019
2579,11009,9,2/27/2019
2564,11010,2,2/27/2019
2600,11010,9,2/27/2019
2565,11011,1,2/25/2019
2575,11011,4,2/27/2019
2612,11011,1,2/28/2019
2763,11011,3,3/6/2019
3032,11011,9,3/13/2019
2566,11012,2,2/27/2019
2628,11012,9,3/1/2019
2567,11013,1,2/27/2019
2576,11013,4,2/27/2019
2704,11013,1,3/5/2019
3005,11013,3,3/13/2019
3068,11013,9,3/14/2019
2568,11014,2,2/27/2019
2629,11014,9,3/1/2019
2569,11015,1,2/27/2019
2577,11015,4,2/27/2019
2625,11015,1,3/1/2019
2875,11015,3,3/8/2019
2999,11015,9,3/13/2019
2570,11016,2,2/27/2019
2630,11016,9,3/1/2019
2571,11017,1,2/27/2019
2572,11017,4,2/27/2019
2611,11017,1,2/28/2019
3026,11017,3,3/13/2019
3065,11017,4,3/14/2019
3646,11017,9,3/26/2019
2578,11018,2,2/27/2019
2631,11018,9,3/1/2019
2580,11019,1,2/27/2019
2582,11019,4,2/27/2019
3571,11019,1,3/22/2019
3890,11019,3,3/29/2019
4319,11019,9,4/8/2019
2581,11020,2,2/27/2019
2632,11020,9,3/1/2019
2583,11021,2,2/27/2019
2636,11021,9,3/1/2019
2584,11022,1,2/27/2019
2588,11022,4,2/27/2019
2759,11022,1,3/6/2019
2859,11022,4,3/7/2019
4140,11022,3,4/3/2019
4725,11022,9,4/17/2019
2592,11023,1,2/27/2019
2595,11023,4,2/27/2019
2626,11023,3,3/1/2019
2685,11023,9,3/4/2019
2606,11024,1,2/28/2019
2607,11024,4,2/28/2019
3950,11024,1,4/1/2019
4279,11024,3,4/5/2019
4320,11024,9,4/8/2019
2610,11025,2,2/28/2019
2719,11025,9,3/5/2019
2616,11026,2,2/28/2019
2633,11026,9,3/1/2019
2617,11027,2,2/28/2019
2637,11027,9,3/1/2019
2618,11028,2,2/28/2019
2639,11028,9,3/1/2019
2619,11029,2,2/28/2019
2644,11029,9,3/1/2019
2620,11030,2,2/28/2019
2647,11030,9,3/1/2019
2621,11031,2,2/28/2019
2648,11031,9,3/1/2019
2624,11032,2,2/28/2019
2650,11032,9,3/1/2019
2634,11033,2,3/1/2019
2670,11033,9,3/4/2019
2635,11034,1,3/1/2019
2641,11034,4,3/1/2019
2665,11034,1,3/4/2019
2674,11034,3,3/4/2019
2698,11034,9,3/5/2019
2638,11035,2,3/1/2019
2671,11035,9,3/4/2019
2640,11036,2,3/1/2019
2672,11036,9,3/4/2019
2642,11037,2,3/1/2019
2653,11037,9,3/1/2019
2645,11038,2,3/1/2019
2673,11038,9,3/4/2019
2646,11039,2,3/1/2019
2675,11039,9,3/4/2019
2649,11040,2,3/1/2019
2655,11040,9,3/1/2019
2651,11041,2,3/1/2019
2676,11041,9,3/4/2019
2652,11042,2,3/1/2019
2677,11042,9,3/4/2019
2656,11043,2,3/1/2019
2678,11043,9,3/4/2019
2657,11044,2,3/1/2019
2679,11044,9,3/4/2019
2658,11045,2,3/1/2019
2681,11045,9,3/4/2019
2659,11046,2,3/1/2019
2682,11046,9,3/4/2019
2660,11047,1,3/1/2019
2664,11047,4,3/1/2019
3007,11047,3,3/13/2019
3077,11047,4,3/14/2019
3647,11047,3,3/26/2019
3697,11047,9,3/27/2019
2661,11048,2,3/1/2019
2683,11048,9,3/4/2019
2663,11049,2,3/1/2019
2684,11049,9,3/4/2019
2686,11050,2,3/4/2019
2688,11050,9,3/4/2019
2689,11051,2,3/4/2019
2710,11051,9,3/5/2019
2690,11052,2,3/4/2019
2711,11052,9,3/5/2019
2691,11053,2,3/4/2019
2712,11053,9,3/5/2019
2692,11054,1,3/4/2019
2694,11054,9,3/4/2019
2693,11055,2,3/4/2019
2714,11055,9,3/5/2019
2695,11056,2,3/4/2019
2716,11056,9,3/5/2019
2696,11057,2,3/4/2019
2717,11057,9,3/5/2019
2697,11058,2,3/4/2019
2718,11058,9,3/5/2019
2700,11059,1,3/4/2019
2701,11059,9,3/5/2019
2702,11060,1,3/5/2019
2703,11060,4,3/5/2019
2707,11060,9,3/5/2019
2705,11061,1,3/5/2019
2706,11061,4,3/5/2019
2773,11061,1,3/6/2019
3034,11061,9,3/13/2019
2708,11062,1,3/5/2019
2709,11062,4,3/5/2019
2767,11062,3,3/6/2019
2800,11062,9,3/7/2019
2713,11063,1,3/5/2019
2715,11063,4,3/5/2019
3621,11063,1,3/22/2019
3688,11063,4,3/27/2019
3911,11063,9,3/29/2019
2720,11064,2,3/5/2019
2781,11064,9,3/7/2019
2721,11065,1,3/5/2019
2722,11065,9,3/5/2019
2723,11066,2,3/5/2019
2780,11066,9,3/7/2019
2724,11067,1,3/5/2019
2726,11067,4,3/5/2019
3031,11067,9,3/13/2019
2725,11068,2,3/5/2019
2782,11068,9,3/7/2019
2727,11069,2,3/5/2019
2783,11069,9,3/7/2019
2728,11070,2,3/5/2019
2784,11070,9,3/7/2019
2729,11071,2,3/5/2019
2785,11071,9,3/7/2019
2730,11072,2,3/5/2019
2786,11072,9,3/7/2019
2731,11073,2,3/5/2019
2789,11073,9,3/7/2019
2732,11074,2,3/5/2019
2791,11074,9,3/7/2019
2733,11075,2,3/5/2019
2794,11075,9,3/7/2019
2734,11076,2,3/5/2019
2796,11076,9,3/7/2019
2735,11077,2,3/5/2019
2797,11077,9,3/7/2019
2736,11078,2,3/5/2019
2799,11078,9,3/7/2019
2737,11079,2,3/5/2019
2801,11079,9,3/7/2019
2738,11080,2,3/5/2019
2802,11080,9,3/7/2019
2739,11081,2,3/5/2019
2804,11081,9,3/7/2019
2740,11082,2,3/5/2019
4391,11082,9,4/9/2019
2741,11083,2,3/5/2019
3659,11083,9,3/26/2019
2742,11088,1,3/5/2019
2743,11088,4,3/6/2019
2754,11088,1,3/6/2019
2760,11088,9,3/6/2019
2744,11089,1,3/5/2019
2745,11089,4,3/6/2019
2757,11089,1,3/6/2019
2758,11089,9,3/6/2019
2746,11090,2,3/6/2019
2816,11090,9,3/7/2019
2747,11091,2,3/6/2019
2814,11091,9,3/7/2019
2749,11092,2,3/6/2019
2812,11092,9,3/7/2019
2750,11093,2,3/6/2019
2805,11093,9,3/7/2019
2751,11094,2,3/6/2019
2809,11094,9,3/7/2019
2752,11095,2,3/6/2019
2806,11095,9,3/7/2019
2753,11096,2,3/6/2019
3661,11096,9,3/26/2019
2755,11097,2,3/6/2019
2818,11097,9,3/7/2019
2756,11098,2,3/6/2019
3670,11098,9,3/26/2019
2761,11099,2,3/6/2019
2768,11099,9,3/6/2019
2764,11100,1,3/6/2019
2766,11100,9,3/6/2019
2765,11101,2,3/6/2019
3665,11101,9,3/26/2019
2769,11102,2,3/6/2019
3349,11102,9,3/20/2019
2770,11103,2,3/6/2019
2820,11103,9,3/7/2019
2771,11104,2,3/6/2019
2819,11104,9,3/7/2019
2774,11105,2,3/6/2019
2822,11105,9,3/7/2019
2775,11106,2,3/6/2019
2823,11106,9,3/7/2019
2776,11107,2,3/6/2019
2827,11107,9,3/7/2019
2777,11108,2,3/6/2019
2826,11108,9,3/7/2019
2778,11109,1,3/5/2019
2779,11109,4,3/7/2019
2821,11109,1,3/7/2019
2848,11109,4,3/7/2019
3066,11109,1,3/14/2019
3171,11109,3,3/18/2019
4724,11109,9,4/17/2019
2787,11110,1,2/22/2019
2790,11110,4,3/7/2019
3406,11110,1,3/20/2019
3566,11110,9,3/22/2019
2788,11111,2,3/7/2019
2893,11111,9,3/8/2019
2792,11112,2,3/7/2019
2894,11112,9,3/8/2019
2795,11113,2,3/7/2019
2895,11113,9,3/8/2019
2798,11114,2,3/7/2019
2846,11114,9,3/7/2019
2803,11115,2,3/7/2019
2896,11115,9,3/8/2019
2807,11116,2,3/7/2019
2897,11116,9,3/8/2019
2808,11117,1,3/6/2019
2811,11117,4,3/7/2019
2883,11117,1,3/8/2019
3273,11117,3,3/19/2019
4340,11117,9,4/8/2019
2810,11118,2,3/7/2019
2898,11118,9,3/8/2019
2815,11119,2,3/7/2019
2899,11119,9,3/8/2019
2817,11120,2,3/7/2019
2847,11120,9,3/7/2019
2824,11121,1,3/7/2019
2839,11121,3,3/7/2019
2998,11121,1,3/13/2019
3014,11121,3,3/13/2019
3156,11121,9,3/15/2019
2825,11122,2,3/7/2019
2900,11122,9,3/8/2019
2829,11123,2,3/7/2019
2901,11123,9,3/8/2019
2830,11124,2,3/7/2019
2902,11124,9,3/8/2019
2831,11125,2,3/7/2019
2903,11125,9,3/8/2019
2832,11126,2,3/7/2019
2904,11126,9,3/8/2019
2833,11127,2,3/7/2019
2905,11127,9,3/8/2019
2834,11128,2,3/7/2019
2906,11128,9,3/8/2019
2835,11129,1,3/7/2019
2841,11129,4,3/7/2019
2974,11129,9,3/12/2019
2836,11130,2,3/7/2019
2907,11130,9,3/8/2019
2837,11131,2,3/7/2019
2908,11131,9,3/8/2019
2838,11132,2,3/7/2019
2909,11132,9,3/8/2019
2840,11133,2,3/7/2019
2910,11133,9,3/8/2019
2842,11134,2,3/7/2019
2912,11134,9,3/8/2019
2843,11135,1,3/7/2019
2845,11135,4,3/7/2019
2968,11135,3,3/12/2019
3067,11135,9,3/14/2019
2844,11136,2,3/7/2019
2915,11136,9,3/12/2019
2849,11137,1,3/7/2019
2850,11137,4,3/7/2019
2876,11137,1,3/8/2019
2886,11137,9,3/8/2019
2851,11138,1,3/7/2019
2913,11138,9,3/8/2019
2852,11139,2,3/7/2019
2858,11139,9,3/7/2019
2853,11140,2,3/7/2019
2916,11140,9,3/12/2019
2854,11141,2,3/7/2019
2917,11141,9,3/12/2019
2855,11142,2,3/7/2019
2918,11142,9,3/12/2019
2856,11143,2,3/7/2019
2881,11143,9,3/8/2019
2857,11144,2,3/7/2019
2919,11144,9,3/12/2019
2860,11145,2,3/7/2019
2920,11145,9,3/12/2019
2861,11149,2,3/7/2019
2921,11149,9,3/12/2019
2862,11150,2,3/7/2019
2924,11150,9,3/12/2019
2863,11151,2,3/7/2019
2925,11151,9,3/12/2019
2864,11152,2,3/7/2019
2926,11152,9,3/12/2019
2865,11153,2,3/7/2019
2927,11153,9,3/12/2019
2866,11154,2,3/7/2019
2928,11154,9,3/12/2019
2867,11155,2,3/7/2019
2929,11155,9,3/12/2019
2868,11156,2,3/7/2019
2930,11156,9,3/12/2019
2869,11157,2,3/7/2019
2932,11157,9,3/12/2019
